deviceValue,deviceParameter,deviceId,dateTime
31.349519304645295,Temperature,SBS05,2021-03-11 20:00:26
70.3319616929077,Flow,SBS01,2021-03-11 20:00:28
22.238711360984162,Temperature,SBS03,2021-03-11 20:00:32
23.45059217667451,Temperature,SBS02,2021-03-11 20:00:36
15.265515982881027,Temperature,SBS01,2021-03-11 20:00:38
26.248096423667086,Temperature,SBS02,2021-03-11 20:00:40
64.7885686607686,Flow,SBS05,2021-03-11 20:00:42
31.64612496147742,Temperature,SBS04,2021-03-11 20:00:44
17.11578847256993,Temperature,SBS01,2021-03-11 20:00:46
21.507582445635872,Temperature,SBS03,2021-03-11 20:00:48
29.375672531208753,Temperature,SBS03,2021-03-11 20:00:50
31.562244853366153,Temperature,SBS05,2021-03-11 20:00:56
67.77169104369901,Flow,SBS05,2021-03-11 20:00:58
69.35522286164395,Flow,SBS05,2021-03-11 20:01:00
15.9373190127878,Temperature,SBS02,2021-03-11 20:01:08
18.094908399539,Temperature,SBS03,2021-03-11 20:01:18
94.7909913336982,Flow,SBS02,2021-03-11 20:01:24
29.34289214866822,Temperature,SBS02,2021-03-11 20:01:26
31.70145440389595,Temperature,SBS04,2021-03-11 20:01:30
22.19620765695376,Temperature,SBS03,2021-03-11 20:01:32
21.66589084092033,Temperature,SBS04,2021-03-11 20:01:34
33.95370179896917,Temperature,SBS05,2021-03-11 20:01:36
24.48060663745077,Temperature,SBS01,2021-03-11 20:01:38
22.5544598824216,Temperature,SBS01,2021-03-11 20:01:50
93.11783228396493,Flow,SBS01,2021-03-11 20:02:01
31.90119798485179,Temperature,SBS05,2021-03-11 20:02:03
66.44039149991713,Flow,SBS01,2021-03-11 20:02:07
68.17875619490113,Flow,SBS05,2021-03-11 20:02:17
96.14791031351304,Flow,SBS04,2021-03-11 20:02:19
89.98205631718974,Flow,SBS01,2021-03-11 20:02:21
27.636336096778138,Temperature,SBS05,2021-03-11 20:02:23
77.71576446258173,Flow,SBS05,2021-03-11 20:02:27
23.351025357852624,Temperature,SBS05,2021-03-11 20:02:31
88.24297155958928,Flow,SBS05,2021-03-11 20:02:33
96.29384158131765,Flow,SBS04,2021-03-11 20:02:35
21.538216485309345,Temperature,SBS03,2021-03-11 20:02:41
60.534183961872,Flow,SBS05,2021-03-11 20:02:45
33.453247315482116,Temperature,SBS03,2021-03-11 20:02:47
28.03417436073517,Temperature,SBS04,2021-03-11 20:02:49
30.74233573013359,Temperature,SBS05,2021-03-11 20:02:55
77.98003287812607,Flow,SBS04,2021-03-11 20:02:57
21.430621037057826,Temperature,SBS03,2021-03-11 20:02:59
88.12201387711052,Flow,SBS05,2021-03-11 20:03:01
18.70645994998521,Temperature,SBS05,2021-03-11 20:03:03
79.41516262316213,Flow,SBS02,2021-03-11 20:03:05
64.46406347006653,Flow,SBS04,2021-03-11 20:03:07
96.79943824280048,Flow,SBS03,2021-03-11 20:03:09
20.726499223938045,Temperature,SBS01,2021-03-11 20:03:23
68.7780335511947,Flow,SBS02,2021-03-11 20:03:31
26.299698387365606,Temperature,SBS05,2021-03-11 20:03:33
97.17509594267699,Flow,SBS02,2021-03-11 20:03:35
19.580664199871386,Temperature,SBS04,2021-03-11 20:03:37
15.83006889201124,Temperature,SBS04,2021-03-11 20:03:39
71.11851134485741,Flow,SBS04,2021-03-11 20:03:41
94.93178752172291,Flow,SBS05,2021-03-11 20:03:43
68.0690623788058,Flow,SBS02,2021-03-11 20:03:45
62.88729047151169,Flow,SBS01,2021-03-11 20:03:59
24.787673597949112,Temperature,SBS04,2021-03-11 20:04:05
32.95460242124918,Temperature,SBS05,2021-03-11 20:04:07
17.60712812649434,Temperature,SBS01,2021-03-11 20:04:11
26.024805032479577,Temperature,SBS05,2021-03-11 20:04:13
16.37852755476919,Temperature,SBS05,2021-03-11 20:04:19
20.718831820252465,Temperature,SBS02,2021-03-11 20:04:23
17.1323331083049,Temperature,SBS05,2021-03-11 20:04:25
23.604387139115964,Temperature,SBS04,2021-03-11 20:04:37
61.00039233280742,Flow,SBS01,2021-03-11 20:04:43
63.3821319644924,Flow,SBS02,2021-03-11 20:04:45
28.01307895504426,Temperature,SBS01,2021-03-11 20:04:51
21.073466630470996,Temperature,SBS01,2021-03-11 20:05:03
16.502748683859757,Temperature,SBS05,2021-03-11 20:05:05
22.350041035111687,Temperature,SBS05,2021-03-11 20:05:09
30.894886706693114,Temperature,SBS04,2021-03-11 20:05:13
93.14733089980729,Flow,SBS03,2021-03-11 20:05:17
84.9369604471342,Flow,SBS04,2021-03-11 20:05:19
62.76667027240091,Flow,SBS03,2021-03-11 20:05:29
76.56108648193835,Flow,SBS01,2021-03-11 20:05:35
17.943214327433694,Temperature,SBS05,2021-03-11 20:05:37
76.14300966068834,Flow,SBS01,2021-03-11 20:05:39
24.216528042782667,Temperature,SBS03,2021-03-11 20:05:51
75.29337978361971,Flow,SBS02,2021-03-11 20:06:09
73.66243543963813,Flow,SBS01,2021-03-11 20:06:13
64.84044442771693,Flow,SBS02,2021-03-11 20:06:17
17.948943198467944,Temperature,SBS03,2021-03-11 20:06:25
16.315116165385206,Temperature,SBS03,2021-03-11 20:06:27
28.282253967377287,Temperature,SBS02,2021-03-11 20:06:29
60.88327687462258,Flow,SBS02,2021-03-11 20:06:33
20.06407010852838,Temperature,SBS01,2021-03-11 20:06:35
77.56049209158014,Flow,SBS03,2021-03-11 20:06:37
93.06196334969553,Flow,SBS03,2021-03-11 20:06:39
26.050044965031752,Temperature,SBS01,2021-03-11 20:06:43
86.82495368689118,Flow,SBS04,2021-03-11 20:06:47
26.425034324207,Temperature,SBS01,2021-03-11 20:06:51
20.64081623352173,Temperature,SBS03,2021-03-11 20:06:55
60.47745250474772,Flow,SBS04,2021-03-11 20:07:01
73.56585231218357,Flow,SBS04,2021-03-11 20:07:09
34.410624339093786,Temperature,SBS01,2021-03-11 20:07:11
90.34574100799318,Flow,SBS02,2021-03-11 20:07:13
63.119536061212926,Flow,SBS01,2021-03-11 20:07:15
17.349843212933873,Temperature,SBS05,2021-03-11 20:07:17
96.9225474393055,Flow,SBS03,2021-03-11 20:07:23
72.6832517290357,Flow,SBS02,2021-03-11 20:07:27
24.858359299951587,Temperature,SBS01,2021-03-11 20:07:29
15.311560352662807,Temperature,SBS05,2021-03-11 20:07:31
28.801865947897845,Temperature,SBS01,2021-03-11 20:07:35
63.69588954730072,Flow,SBS02,2021-03-11 20:07:39
29.99643078731498,Temperature,SBS02,2021-03-11 20:07:43
34.25969495230231,Temperature,SBS05,2021-03-11 20:07:45
88.21241940268882,Flow,SBS01,2021-03-11 20:07:51
87.27316590089856,Flow,SBS02,2021-03-11 20:07:53
93.29830126592117,Flow,SBS03,2021-03-11 20:08:01
81.34743613347098,Flow,SBS05,2021-03-11 20:08:11
96.77714754784964,Flow,SBS05,2021-03-11 20:08:15
97.51268034505699,Flow,SBS03,2021-03-11 20:08:17
24.99823792628552,Temperature,SBS01,2021-03-11 20:08:21
89.33437282763471,Flow,SBS03,2021-03-11 20:08:23
16.440074806138828,Temperature,SBS05,2021-03-11 20:08:31
29.8038273909727,Temperature,SBS02,2021-03-11 20:08:33
93.41751425288109,Flow,SBS05,2021-03-11 20:08:41
74.42002687182543,Flow,SBS04,2021-03-11 20:08:47
98.53484097311778,Flow,SBS04,2021-03-11 20:08:51
16.995694031275693,Temperature,SBS02,2021-03-11 20:08:55
21.753204624544438,Temperature,SBS02,2021-03-11 20:09:05
20.61277630598378,Temperature,SBS05,2021-03-11 20:09:07
79.16495077573563,Flow,SBS02,2021-03-11 20:09:09
61.196994439225136,Flow,SBS03,2021-03-11 20:09:11
90.344971966334,Flow,SBS05,2021-03-11 20:09:15
71.36538300840229,Flow,SBS02,2021-03-11 20:09:17
78.56880888566981,Flow,SBS05,2021-03-11 20:09:21
26.019516566089468,Temperature,SBS02,2021-03-11 20:09:23
77.76419258960107,Flow,SBS03,2021-03-11 20:09:33
84.24611752843721,Flow,SBS02,2021-03-11 20:09:35
18.699068206340602,Temperature,SBS05,2021-03-11 20:09:39
31.388692718683068,Temperature,SBS04,2021-03-11 20:09:41
81.31274079262104,Flow,SBS04,2021-03-11 20:09:49
21.9703226548241,Temperature,SBS05,2021-03-11 20:09:51
76.88021326092408,Flow,SBS04,2021-03-11 20:09:57
75.07403226751481,Flow,SBS04,2021-03-11 20:10:03
32.81106283054961,Temperature,SBS03,2021-03-11 20:10:05
76.51115587348447,Flow,SBS05,2021-03-11 20:10:07
62.69095229100445,Flow,SBS05,2021-03-11 20:10:09
29.941131697408313,Temperature,SBS01,2021-03-11 20:10:13
76.39630188249322,Flow,SBS02,2021-03-11 20:10:21
19.140868480258895,Temperature,SBS01,2021-03-11 20:10:23
86.68716243156828,Flow,SBS04,2021-03-11 20:10:25
87.01648855318699,Flow,SBS04,2021-03-11 20:10:29
96.8441477445981,Flow,SBS05,2021-03-11 20:10:33
93.45446874820392,Flow,SBS01,2021-03-11 20:10:35
92.01351645397375,Flow,SBS05,2021-03-11 20:10:39
60.663780741644125,Flow,SBS05,2021-03-11 20:10:41
76.64347972685854,Flow,SBS02,2021-03-11 20:10:45
62.42988813708016,Flow,SBS02,2021-03-11 20:10:47
18.480742061029577,Temperature,SBS01,2021-03-11 20:10:49
96.81728255799077,Flow,SBS02,2021-03-11 20:10:51
93.8520261102882,Flow,SBS01,2021-03-11 20:10:53
86.38637474171445,Flow,SBS02,2021-03-11 20:10:55
24.39812118105693,Temperature,SBS01,2021-03-11 20:10:57
32.45947488162797,Temperature,SBS02,2021-03-11 20:10:59
16.08044522413955,Temperature,SBS04,2021-03-11 20:11:03
22.778532523867167,Temperature,SBS02,2021-03-11 20:11:07
23.016830960634987,Temperature,SBS02,2021-03-11 20:11:11
32.219591173790974,Temperature,SBS01,2021-03-11 20:11:13
27.036681675433677,Temperature,SBS03,2021-03-11 20:11:15
86.10645389879937,Flow,SBS05,2021-03-11 20:11:19
63.82750281025043,Flow,SBS05,2021-03-11 20:11:21
64.8380637319505,Flow,SBS01,2021-03-11 20:11:31
73.54594423817136,Flow,SBS05,2021-03-11 20:11:35
31.75944368539045,Temperature,SBS04,2021-03-11 20:11:41
24.307112110523477,Temperature,SBS03,2021-03-11 20:11:47
21.76883453835756,Temperature,SBS04,2021-03-11 20:11:50
70.77840475467532,Flow,SBS02,2021-03-11 20:12:02
16.289559995461502,Temperature,SBS04,2021-03-11 20:12:04
74.07484560077494,Flow,SBS02,2021-03-11 20:12:06
24.92039421519817,Temperature,SBS01,2021-03-11 20:12:10
69.36904306891019,Flow,SBS05,2021-03-11 20:12:12
26.693380503683706,Temperature,SBS02,2021-03-11 20:12:18
18.927950128021024,Temperature,SBS02,2021-03-11 20:12:20
80.32826873310853,Flow,SBS01,2021-03-11 20:12:22
26.384655643259087,Temperature,SBS02,2021-03-11 20:12:26
27.475058927601076,Temperature,SBS02,2021-03-11 20:12:34
33.08548384117702,Temperature,SBS04,2021-03-11 20:12:40
96.37389076415315,Flow,SBS05,2021-03-11 20:12:44
17.635655716710357,Temperature,SBS03,2021-03-11 20:12:48
96.38102286938212,Flow,SBS04,2021-03-11 20:12:50
18.26814859501177,Temperature,SBS04,2021-03-11 20:12:52
32.85394676559018,Temperature,SBS05,2021-03-11 20:12:54
21.99634720053337,Temperature,SBS02,2021-03-11 20:12:56
66.68280835577876,Flow,SBS02,2021-03-11 20:12:58
34.96395517027507,Temperature,SBS04,2021-03-11 20:13:00
61.707464892684115,Flow,SBS01,2021-03-11 20:13:02
17.237950503900166,Temperature,SBS01,2021-03-11 20:13:04
76.56887596757556,Flow,SBS01,2021-03-11 20:13:06
28.23753298187755,Temperature,SBS02,2021-03-11 20:13:08
29.130252410603646,Temperature,SBS04,2021-03-11 20:13:10
78.85582864596955,Flow,SBS01,2021-03-11 20:13:16
65.18548581677965,Flow,SBS03,2021-03-11 20:13:18
83.84318125006487,Flow,SBS04,2021-03-11 20:13:20
32.26932792261158,Temperature,SBS01,2021-03-11 20:13:22
17.59307238716664,Temperature,SBS02,2021-03-11 20:13:26
31.12455552649783,Temperature,SBS03,2021-03-11 20:13:32
21.320610432547458,Temperature,SBS03,2021-03-11 20:13:36
65.97531494720155,Flow,SBS03,2021-03-11 20:13:40
75.81924276876666,Flow,SBS01,2021-03-11 20:13:42
91.59992856760262,Flow,SBS02,2021-03-11 20:13:44
26.86758744042553,Temperature,SBS03,2021-03-11 20:13:46
84.6157477950926,Flow,SBS03,2021-03-11 20:13:50
31.276520902954807,Temperature,SBS04,2021-03-11 20:13:52
34.983430031292656,Temperature,SBS03,2021-03-11 20:13:54
32.73142743064915,Temperature,SBS02,2021-03-11 20:14:02
26.120265748536728,Temperature,SBS04,2021-03-11 20:14:04
24.372143081072725,Temperature,SBS05,2021-03-11 20:14:06
78.8389391579073,Flow,SBS05,2021-03-11 20:14:10
25.044256568820835,Temperature,SBS01,2021-03-11 20:14:12
92.56321350231144,Flow,SBS05,2021-03-11 20:14:16
67.85101729724497,Flow,SBS05,2021-03-11 20:14:20
21.699145187914493,Temperature,SBS05,2021-03-11 20:14:24
15.377629755298226,Temperature,SBS01,2021-03-11 20:14:28
27.262030675767505,Temperature,SBS01,2021-03-11 20:14:32
31.222028126107475,Temperature,SBS04,2021-03-11 20:14:38
25.267506713667455,Temperature,SBS04,2021-03-11 20:14:44
75.32623052013471,Flow,SBS05,2021-03-11 20:14:46
83.01074450766393,Flow,SBS02,2021-03-11 20:14:48
32.62594455455984,Temperature,SBS04,2021-03-11 20:15:00
62.181685846193496,Flow,SBS04,2021-03-11 20:15:02
32.47516534822351,Temperature,SBS05,2021-03-11 20:15:04
87.06648160655087,Flow,SBS04,2021-03-11 20:15:06
24.574282463080863,Temperature,SBS04,2021-03-11 20:15:08
75.09563579316915,Flow,SBS05,2021-03-11 20:15:16
91.93566373692454,Flow,SBS05,2021-03-11 20:15:18
70.60476820087183,Flow,SBS04,2021-03-11 20:15:20
96.35212810132829,Flow,SBS04,2021-03-11 20:15:26
33.91189999171192,Temperature,SBS02,2021-03-11 20:15:28
34.35876964563917,Temperature,SBS02,2021-03-11 20:15:30
23.080375669450998,Temperature,SBS04,2021-03-11 20:15:32
